Delivery Date;Arrival Time;Customer Name;Palette Euro NEW;Caisses vertes;VID-T;VID-S;Vidanges champignons;Vidange F;FRIGO BOX;Palette Truval;Palette banane;Palette Plastique;Palette Pool;;;Remarques;Remarques Reprise;On Time?;Driver Name;Reprise marchandise ?;Reprise vidanges ?;Num unique Liv
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:57 AM;NAIA MAGASIN;1;;;;;;;;;;;;;;70 caisse de nectarines la bohème ;Yes;Libin Franck;Yes;Yes;NAIAMAGASI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:43 AM;BARGHOUT MOUSSA;;;;;;;;;;;;;;;;No;Libin Franck;No;No;BARGHOUT09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:34 AM;DSP (Agrisert;;;;;;;;;;;;;;;;No;Libin Franck;No;No;2
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:04 AM;VEILING HOOGSTRATEN;;;;;;;;;;;;;;;;No;Libin Franck;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:19 PM;SUPERLOG SA;;;;;;;;;;;;;;;;No;Libin Franck;No;No;SUPERLOG09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:52 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Libin Franck;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:53 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Jacqmin Tristan;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:35 AM;INTER NANINNE BY MESTDAGH DIR;;;;;;;;;;;;;;;;No;Jacqmin Tristan;No;No;CARREFNANI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:35 AM;INTERMARCHE ASSESSE;;;;;;;1;;;;;;;;1 caisse de courgettes ;Yes;Jacqmin Tristan;Yes;Yes;INTERASSES09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:11 AM;INTERMARCHE OHEY;;;;;;;;;;;;;;;;Yes;Jacqmin Tristan;No;No;INTEROHEY09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:05 AM;INTERMARCHE VILLERS-L-BOUILLET;20;3;80;;;;;;;;;;;;;Yes;Jacqmin Tristan;No;Yes;INTERVILLE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:33 AM;HAMENDE LUC;;;;;;;;;;;;;;;;No;Jacqmin Tristan;No;No;HAMENDELUC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:33 AM;INTERMARCHE HELECINE;;;;;;;;;;;;;;;;No;Jacqmin Tristan;No;No;INTERHELEC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:33 AM;INTER FLORIFFOUX BY MESTDAGH;;;;;;;;;;;;;;;;No;Jacqmin Tristan;No;No;INTERMESFL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:33 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Jacqmin Tristan;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:07 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:07 AM;INTERMARCHE JURBISE;10;8;29;2;;;;;;;;;;;;No;Declefs Come;No;Yes;INTERJURBI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:07 AM;INTER CHIEVRES BY M DIRECT;;;;;;;;;;;;;;;;No;Declefs Come;No;No;CARREFCHIE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:35 AM;INTERMARCHE FRASNES LEZ;;;;;;;;;;;;;;;;No;Declefs Come;No;No;INTERFRASN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:13 AM;INTER QUEVAUCAMPS;;;;;;;;;;;;;;;;No;Declefs Come;No;No;INTERQUEVA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:14 AM;VAMODIS;4;27;25;;;2;;;;;;;;;;No;Declefs Come;No;Yes;VAMODIS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:14 AM;CEDICORA MATIN;;;;;;;;;;;;;;;;No;Declefs Come;No;No;CEDICORAM109062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;12:39 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:46 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:46 AM;INTERMARCHE HOLLAIN;1;62;66;;;;1;;;;;;;;;Yes;Crapez Ayrton;No;Yes;INTERHOLLA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:15 AM;INTERMARCHE RUMES;10;59;46;2;;;1;;;;;;;;;Yes;Crapez Ayrton;No;Yes;INTERRUMES09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:23 AM;PROSOL SAS;;;;;;;;;;;;;;;;No;Crapez Ayrton;No;No;PROSOL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:23 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:48 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:28 AM;INTERMARCHE BOUSSU;11;48;66;;;;;;;;;;;;;Yes;Ianni Saverio;No;Yes;INTERBOUSS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:18 AM;INTERMARCHE FRAMERIES;5;29;155;2;;;1;;;;;;;;;Yes;Ianni Saverio;No;Yes;INTERFRAME09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:36 AM;INTERMARCHE GIVRY;11;36;31;;;;;;;;;;;;1caisse d ail 2 tete;No;Ianni Saverio;Yes;Yes;INTERGIVRY09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:28 AM;PROXY TRIVIERES DIRECT;;;;;;;;;;;;;;;1 box de pastèques je communiquerais le poids au bureau ;No;Ianni Saverio;Yes;No;PROXYTRIVD09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:43 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Desclefs Julien;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:44 AM;INTERMARCHE MONS;1;25;40;;;;1;;;;;;;;19 tomates ...9 clémentines ;Yes;Desclefs Julien;Yes;Yes;INTERMONS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:28 AM;INTERMARCHE MOUSCRON;11;113;;;;;1;;;;;;;;10 caisses snacks;Yes;Desclefs Julien;Yes;Yes;INTERMOUSC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:51 AM;INTERMARCHE TEMPLEUVE;13;42;19;;;4;;;;;;;;;5 caisses citron... 1 caisse tomates... 7 choux rave;Yes;Desclefs Julien;Yes;Yes;INTERTEMPL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:27 AM;INTERMARCHE ORCQ;4;22;14;;;2;;;;;;;;;;Yes;Desclefs Julien;No;Yes;INTERORCQ09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:08 AM;INTERMARCHE PERUWELZ HAINAUT;1;40;76;3;;;;;;;;;;;;Yes;Desclefs Julien;No;Yes;INTERPERUW09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:19 AM;INTERMARCHE SOIGNIES;1;;56;11;;10;;;;;;;;;;No;Desclefs Julien;No;Yes;INTERSOIGN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:35 AM;LES TARTES DE FRANCOISE;1;;;;;;;;;;;;;;;Yes;Desclefs Julien;No;Yes;LESTARTFRA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:07 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Desclefs Julien;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:19 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:02 PM;INTERMARCHE RANSART;1;62;70;;;;1;;;;;;;;;No;Cindy Camby;No;Yes;INTERRANSA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;1:12 PM;INTERMARCHE ANDERLUES 2 CAPANDERE SA;;;;;;;;;;;;;;;;No;Cindy Camby;;;INTERAND209062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;1:13 PM;INTERMARCHE STREPY;;;;;;;;;;;;;;;;No;Cindy Camby;;;INTERSTREP09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;1:13 PM;INTER ANDERLUES CAPANDERE DIR;;;;;;;;;;;;;;;;No;Cindy Camby;No;No;INTERAND2D09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE ANDERLUES;;;;;;;;;;;;;;;;No;Cindy Camby;No;No;INTERMARC109062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;1:13 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:12 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:21 PM;INTERMARCHE ANTHEE;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;INTERANTHE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:55 PM;INTERMARCHE GEDINNE;;;;;;;;;;;;;;;;No;Van Mechelen Geoffrey;No;No;INTERGEDIN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;10:24 PM;CARREFOUR MARKET BERTRIX;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;CARREFBE209062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;10:46 PM;AD BERTRIX;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;ADBERTRIX09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:20 PM;AD FLORENVILLE;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;ADFLORENVI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:59 AM;AD VIRTON;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;No;No;ADVIRTON09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:26 AM;SAVEURS D ORIENT VANDOEUVRE;;;;;;;;;;;;;;;;No;Van Mechelen Geoffrey;No;No;SAVEURSDOR09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:43 AM;SUPER U BISCHWILLER;;3;;;;;;;;;;;;;3 colis pot au feu;Yes;Van Mechelen Geoffrey;Yes;Yes;SUPERUBISC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:34 AM;SCHILDIS;;;;;;;;;;;;;;;;No;Van Mechelen Geoffrey;No;No;SCHILDIS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:34 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Van Mechelen Geoffrey;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:00 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:10 PM;NOAH PRIMEURS;17;;110;;;;;;;;;;;;Concombre bio x15caisse ´fraise tomabel 5x8 ravier ´ champignons géant 3caisses ;Yes;Bonivillo Roberto;Yes;Yes;NOAHPRIMEU09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:35 PM;MILLE UN SERVICES;;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;MILLEUNSER09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:03 AM;AUX PRIMEURS DES VOSGES;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;No;No;AUXPRIM09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:22 AM;PRODIS SAS;;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;PRODISSAS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:23 AM;BOUCHERIE BALLAND;2;55;131;;;19;;;;;;;;;;Yes;Bonivillo Roberto;No;Yes;BOUCHBALLA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:34 AM;INTERMARCHE BRUYERES SAS;3;;208;;;;;;;;;;;Une caisse écrasée avocat ;;No;Bonivillo Roberto;No;Yes;INTERBRUYE08062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:45 AM;LECLERC BRUYERES;2;39;171;;;3;;;;;;;;;;No;Bonivillo Roberto;No;Yes;LECLERCBRY09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:45 AM;LECLERC RAON L'ETAPE;2;6;185;;;;;;;;;;;;6 caisses  de céleri raves ;Yes;Bonivillo Roberto;Yes;Yes;LECLERCRAO09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:25 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:07 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Willemet Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:28 PM;CAFRUTA SA;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;CAFRUTASA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;10:16 PM;COURTHEOUX SA;;;;1;;;;;;;;;;;Courgettes bio;Yes;Willemet Philippe;Yes;Yes;COURTHEOUF09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:13 PM;LA PROVENCALE SARL & CIE;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;LAPROVENCA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:14 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Willemet Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:03 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:33 AM;INTERMARCHE FORCHIES;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;No;No;INTERFORCH09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:01 AM;INTERMARCHE GOZEE;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;No;INTERGOZEE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:16 AM;LECLERC AULNOYE AYMERIES;14;17;47;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;LECLERCAUL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:37 AM;LECLERC FEIGNIES;1;4;12;;;;;;;;;;;;3 pastèques ;Yes;Nicolas Del Bianco;Yes;Yes;LECLERCFEI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:42 AM;MAUBEUGEDIS;1;17;26;;;;;;;;;;;;2 fois 10 citrons Bio;Yes;Nicolas Del Bianco;Yes;Yes;MAUBEUGEDI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:46 AM;INTER GOSSELIES BY MEST DIRECT;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;No;No;CARREFMEGO09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:47 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:04 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:45 AM;AD FRASNES LEZ GOSSELIES;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;ADFRASNES09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:21 AM;INTERMARCHE SART DAMES AVELINE;10;71;59;;;;1;;;;;;;;;Yes;Giuliano Nicola;No;Yes;INTERSART09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;4:39 AM;AD GENAPPE;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;No;No;ADGENAPPE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;5:12 AM;EXKI (agrisert);;;;;;;;;;;;;;;;Yes;Giuliano Nicola;No;No;x
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:37 AM;INTER SAINT-GILLES BY MESTDAGH;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;INTERMESST09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:35 AM;IN DE RADIJS BV;2;;96;;;74;;;;;;;;;;No;Giuliano Nicola;No;Yes;INDERADIJS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:17 AM;INTER HAMME-MILLE BY M DIRECT;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;CARREFHAMM09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:19 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:42 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Londot Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:17 PM;CHEZ VAL;;;;;;;;;;;;;;;;Yes;Londot Philippe;No;No;CHEZVAL209062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:17 PM;BALOURDET PRIMEURS;1;50;34;2;;;;;;;;;;;;Yes;Londot Philippe;No;Yes;BALOURDETP09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;12:32 AM;ZOUAOUI RACHID;;;;;;;;;;;;;;;;Yes;Londot Philippe;No;No;ZOUAOUIRAC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:08 AM;INTERMARCHE LAON;;;;;;;;;;;;;;;;No;Londot Philippe;No;No;INTERLAON09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:27 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Londot Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;MATCH SA;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;MATCH09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;SUPERLOG SA;;;;;;;;;;;;;;;;No;Match / Superlog / LP;;;SUPERLOG09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Stuyck Guy;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE SPY;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERSPY09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE RHISNES;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERRHISN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE LEUZE;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERLEUZD09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR TRANSPORT;;;;;;;;;;;;;;;;Yes;Stuyck Guy;;;70402
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE PONT DE LOUP;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERPONT09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE AUVELAIS;;;;;;;;;;;;;;;;Yes;Stuyck Guy;;;INTERAUVEL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE BOIS DE VILLERS;;;;;;;;;;;;;;;;Yes;Stuyck Guy;;;INTERBOIS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE ANHEE/HOLEBO SA;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERANHEE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE GIVET HYPER;;;;;;;;;;;;;;;;No;Stuyck Guy;;;INTERGIVET09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Stuyck Guy;;;70402
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;NORD PRIMEURS;;;;;;;;;;;;;;;;No;unknown;;;NORDPRIMEU09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;DOGAN ARIF;;;;;;;;;;;;;;;;No;unknown;;;DOGANARIF09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;MAUROY MICHEL;;;;;;;;;;;;;;;;No;unknown;;;MAUROYMICH09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;LP HUY DISCOUNT SPRL;;;;;;;;;;;;;;;;No;unknown;;;HUY09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;LP FLEURUS DISCOUNT;;;;;;;;;;;;;;;;No;unknown;;;FLEURUS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;DUCHE SPRL;;;;;;;;;;;;;;;;No;unknown;;;DUCHESPRL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;VESPERAL MARKET 3;;;;;;;;;;;;;;;;No;unknown;;;VESPERALMA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;EURO-FRUITS MARCINELLE;;;;;;;;;;;;;;;;No;unknown;;;EUROFRUIT109062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;LP GRACE-HOLLOGNE DISCOUNT;;;;;;;;;;;;;;;;Yes;unknown;;;GRACEHOLLO09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;SCHIRINZI SERGE;;;;;;;;;;;;;;;;No;unknown;;;SCHIRINZIS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;MP SPRL;;;;;;;;;;;;;;;;No;unknown;;;MPSPRL09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;ONER ORHAN;;;;;;;;;;;;;;;;No;unknown;;;ONERORHAN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;SA DELFOOD NV;;;;;;;;;;;;;;;;No;unknown;;;SADELFOODN09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;IACHI OMAR;;;;;;;;;;;;;;;;No;unknown;;;IACHIOMAR09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;GUL REYHAN SPRL;;;;;;;;;;;;;;;;No;unknown;;;GULREYHAN209062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;DANYNOS SPRL;;;;;;;;;;;;;;;;No;unknown;;;DANYNOS09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;CLAIR SOLEIL SPRL;;;;;;;;;;;;;;;;No;unknown;;;CADDYLASNE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;WAUTERS PRIMEURS;;;;;;;;;;;;;;;;No;unknown;;;WAUTERSPRI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;BOULANGERIE GUNES;;;;;;;;;;;;;;;;No;unknown;;;GUNES09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;CRUDIMO;;;;;;;;;;;;;;;;No;unknown;;;CRUDIMO09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;INTERMARCHE BRUYERES SAS;;;;;;;;;;;;;;;;No;unknown;;;INTERBRUYE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;GILLARD FABIENNE;;;;;;;;;;;;;;;;No;unknown;;;GILLARDFAB09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;FRITERIE LE VESPERAL;;;;;;;;;;;;;;;;No;unknown;;;FRITERIELV09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:13 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:25 PM;SPAR WARET;1;58;60;;;;;;;;;;;;;No;Eurotrafic Thierry;No;Yes;SPARWARET09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;11:58 PM;INTERMARCHE STOCKAY ST GEORGES;1;210;;;;;;;;;;;;;14 melenzana bianca samfruits, 8 chêne des bois rouges et 9 céleris rave;No;Eurotrafic Thierry;Yes;Yes;INTERSTOCK09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;12:46 AM;INTERMARCHE LIEGE;3;236;112;13;;;;;;;;;;;;No;Eurotrafic Thierry;No;Yes;INTERLIEGE09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;1:21 AM;LA PETITE ECHOPPE;1;;112;;;;;;;;;;;;-8 caisses de bananes chiquita ;No;Eurotrafic Thierry;Yes;Yes;LAPETITEEC09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;2:26 AM;INTERMARCHE HERVE;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERHERVV09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:03 AM;INTERMARCHE NESSONVAUX;12;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;INTERNESSO09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;3:46 AM;INTERMARCHE BEYNE HEUSAY DIREC;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERBEYDI09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;6:04 AM;JR TRANSPORT;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;70402
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;7:42 AM;INTERMARCHE PERWEZ B-W;22;107;112;1;;1;;;;;;;;;;No;Eurotrafic Thierry;No;Yes;INTERPERWZ09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;8:30 AM;INTERMARCHE WALHAIN;1;46;55;;;;1;;;;;;;;;No;Eurotrafic Thierry;No;Yes;INTERWALHA09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:43 AM;INTERMARCHE COURT-SAINT-ETIENNE;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERCOURT09062023
;;;;;;;;;;;;;;;;;;;;;;
09/06/2023;9:43 AM;INTERMARCHE LIMELETTE;;2;;;;;;;;;;;;;12 persil plat espagne primabel ;No;Eurotrafic Thierry;Yes;Yes;INTERLIMEL09062023
;;;;;;;;;;;;;;;;;;;;;;
